# PLZ;Ort;Kanton
# Quelle: GeoNames Postal Codes (download.geonames.org/export/zip/CH.zip), Lizenz CC BY 4.0.
# Eine Zeile je PLZ; geladen von PlzVerzeichnis. Nicht von Hand editieren.
9053;Teufen AR;AR
9054;Haslen AI;AI
9055;Bühler;AR
9056;Gais;AR
9057;Weissbad;AI
9058;Brülisau;AI
9062;Lustmühle;AR
9063;Stein AR;AR
9064;Hundwil;AR
9100;Herisau;AR
9102;Herisau;AR
9103;Schwellbrunn;AR
9104;Waldstatt;AR
9105;Schönengrund;AR
9107;Urnäsch;AR
9108;Gonten;AI
9112;Schachen b. Herisau;AR
9113;Degersheim;SG
9114;Hoffeld;SG
9115;Dicken;SG
9116;Wolfertswil;SG
9122;Mogelsberg;SG
9123;Nassen;SG
9125;Brunnadern;SG
9126;Necker;SG
9127;St. Peterzell;SG
9200;Gossau SG;SG
9201;Gossau SG;SG
9203;Niederwil SG;SG
9204;Andwil SG;SG
9205;Waldkirch;SG
9212;Arnegg;SG
9213;Hauptwil;TG
9214;Kradolf;TG
9215;Buhwil;TG
9216;Heldswil;TG
9217;Neukirch an der Thur;TG
9220;Bischofszell;TG
9223;Halden;TG
9225;St. Pelagiberg;TG
9230;Flawil 2 Botsberg;SG
9231;Egg (Flawil);SG
9240;Uzwil;SG
9242;Oberuzwil;SG
9243;Jonschwil;SG
9244;Niederuzwil;SG
9245;Sonnental;SG
9246;Niederbüren;SG
9247;Henau;SG
9248;Bichwil;SG
9249;Algetshausen;SG
9300;Wittenbach;SG
9301;Wittenbach;SG
9304;Bernhardzell;SG
9305;Berg SG;SG
9306;Freidorf TG;TG
9308;Lömmenschwil;SG
9312;Häggenschwil;SG
9313;Muolen;SG
9314;Steinebrunn;TG
9315;Winden;TG
9320;Arbon;TG
9322;Egnach;TG
9323;Steinach;SG
9325;Roggwil TG;TG
9326;Horn;TG
9327;Tübach;SG
9400;Rorschach;SG
9401;Rorschach;SG
9402;Mörschwil;SG
9403;Goldach;SG
9404;Rorschacherberg;SG
9405;Wienacht-Tobel;AR
9410;Heiden;AR
9411;Reute AR;AR
9413;Oberegg;AI
9422;Staad SG;SG
9423;Altenrhein;SG
9424;Rheineck;SG
9425;Thal;SG
9426;Lutzenberg;AR
9427;Wolfhalden;AR
9428;Walzenhausen;AR
9430;St. Margrethen SG;SG
9434;Au SG;SG
9435;Heerbrugg;SG
9436;Balgach;SG
9437;Marbach SG;SG
9442;Büriswilen;AI
9443;Widnau;SG
9444;Diepoldsau;SG
9445;Rebstein;SG
9450;Lüchingen;SG
9451;Kriessern;SG
9452;Hinterforst;SG
9453;Eichberg;SG
9462;Montlingen;SG
9463;Oberriet SG;SG
9464;Rüthi (Rheintal);SG
9465;Salez;SG
9466;Sennwald;SG
9467;Frümsen;SG
9468;Sax;SG
9469;Haag (Rheintal);SG
9470;Buchs SG;SG
9471;Buchs SG 1;SG
9472;Grabserberg;SG
9473;Gams;SG
9475;Sevelen;SG
9476;Fontnas;SG
9477;Trübbach;SG
9478;Azmoos;SG
9479;Malans SG;SG
9500;Wil SG;SG
9501;Wil SG 1;SG
9502;Braunau;TG
9503;Lanterswil;TG
9504;Friltschen;TG
9506;Lommis;TG
9507;Stettfurt;TG
9508;Weingarten-Kalthäusern;TG
9512;Rossrüti;SG
9514;Wuppenau;TG
9515;Hosenruck;TG
9517;Mettlen;TG
9523;Züberwangen;SG
9524;Zuzwil SG;SG
9525;Lenggenwil;SG
9526;Zuckenriet;SG
9527;Niederhelfenschwil;SG
9532;Rickenbach b. Wil;SG
9533;Dietschwil;SG
9534;Gähwil;SG
9535;Wilen b. Wil;TG
9536;Schwarzenbach SG;SG
9542;Münchwilen TG;TG
9543;St. Margarethen TG;TG
9545;Wängi;TG
9546;Tuttwil;TG
9547;Wittenwil;TG
9548;Matzingen;TG
9552;Bronschhofen;SG
9553;Bettwiesen;TG
9554;Tägerschen;TG
9555;Tobel;TG
9556;Zezikon;TG
9562;Märwil;TG
9565;Schmidshof;TG
9573;Littenheid;TG
9601;Lütisburg Station;SG
9602;Müselbach;SG
9604;Lütisburg;SG
9606;Bütschwil;SG
9607;Mosnang;SG
9608;Ganterschwil;SG
9612;Dreien;SG
9613;Mühlrüti;SG
9614;Libingen;SG
9615;Dietfurt;SG
9620;Lichtensteig;SG
9621;Oberhelfenschwil;SG
9622;Krinau;SG
9630;Wattwil;SG
9631;Ulisbach;SG
9633;Hemberg;SG
9642;Ebnat-Kappel;SG
9643;Krummenau;SG
9650;Nesslau;SG
9651;Ennetbühl;SG
9652;Neu St. Johann;SG
9655;Stein SG;SG
9656;Alt St. Johann;SG
9657;Unterwasser;SG
9658;Wildhaus;SG
